"No.","Time","D_Time","Source","Destination","s_port","d_port","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"655","0.005617s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","576305","1","11584","29312","[TCP segment of a reassembled PDU]"
"656","0.005620s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","577753","1","13032","29312","[TCP segment of a reassembled PDU]"
"657","0.005621s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","567617","","599936","http > 49556 [ACK] Seq=1 Ack=567617 Win=599936 Len=0 TSval=1047713 TSecr=1051317"
"658","0.005625s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","569065","","602880","http > 49556 [ACK] Seq=1 Ack=569065 Win=602880 Len=0 TSval=1047713 TSecr=1051317"
"659","0.005629s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","570513","","605696","http > 49556 [ACK] Seq=1 Ack=570513 Win=605696 Len=0 TSval=1047713 TSecr=1051317"
"660","0.005633s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","571961","","608640","http > 49556 [ACK] Seq=1 Ack=571961 Win=608640 Len=0 TSval=1047713 TSecr=1051317"
"661","0.005636s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","573409","","611456","http > 49556 [ACK] Seq=1 Ack=573409 Win=611456 Len=0 TSval=1047713 TSecr=1051317"
"662","0.005640s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","574857","","614400","http > 49556 [ACK] Seq=1 Ack=574857 Win=614400 Len=0 TSval=1047713 TSecr=1051317"
"663","0.005643s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","576305","","617344","http > 49556 [ACK] Seq=1 Ack=576305 Win=617344 Len=0 TSval=1047713 TSecr=1051317"
"664","0.005647s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","577753","","620160","http > 49556 [ACK] Seq=1 Ack=577753 Win=620160 Len=0 TSval=1047713 TSecr=1051317"
"665","0.005651s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","579201","","623104","http > 49556 [ACK] Seq=1 Ack=579201 Win=623104 Len=0 TSval=1047713 TSecr=1051317"
"666","0.005782s","0.000131s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","579201","1","1448","29312","[TCP segment of a reassembled PDU]"
"667","0.005793s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","580649","","626048","http > 49556 [ACK] Seq=1 Ack=580649 Win=626048 Len=0 TSval=1047713 TSecr=1051317"
"668","0.005798s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","580649","1","1448","29312","[TCP segment of a reassembled PDU]"
"669","0.005804s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","582097","","628864","http > 49556 [ACK] Seq=1 Ack=582097 Win=628864 Len=0 TSval=1047713 TSecr=1051317"
"670","0.005806s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","582097","1","1448","29312","[TCP segment of a reassembled PDU]"
"671","0.005812s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","583545","","631808","http > 49556 [ACK] Seq=1 Ack=583545 Win=631808 Len=0 TSval=1047713 TSecr=1051317"
"672","0.005813s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","583545","1","1448","29312","[TCP segment of a reassembled PDU]"
"673","0.005819s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","584993","","634624","http > 49556 [ACK] Seq=1 Ack=584993 Win=634624 Len=0 TSval=1047713 TSecr=1051317"
"674","0.005821s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","584993","1","1448","29312","[TCP segment of a reassembled PDU]"
"675","0.005826s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","586441","","637568","http > 49556 [ACK] Seq=1 Ack=586441 Win=637568 Len=0 TSval=1047713 TSecr=1051317"
"676","0.005828s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","586441","1","1448","29312","[TCP segment of a reassembled PDU]"
"677","0.005833s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","587889","","640512","http > 49556 [ACK] Seq=1 Ack=587889 Win=640512 Len=0 TSval=1047713 TSecr=1051317"
"678","0.005835s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","587889","1","1448","29312","[TCP segment of a reassembled PDU]"
"679","0.005840s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","589337","","643328","http > 49556 [ACK] Seq=1 Ack=589337 Win=643328 Len=0 TSval=1047713 TSecr=1051317"
"680","0.005842s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","589337","1","1448","29312","[TCP segment of a reassembled PDU]"
"681","0.005848s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","590785","","646272","http > 49556 [ACK] Seq=1 Ack=590785 Win=646272 Len=0 TSval=1047713 TSecr=1051317"
"682","0.005849s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","590785","1","1448","29312","[TCP segment of a reassembled PDU]"
"683","0.005854s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","592233","","649216","http > 49556 [ACK] Seq=1 Ack=592233 Win=649216 Len=0 TSval=1047713 TSecr=1051317"
"684","0.005856s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","592233","1","1448","29312","[TCP segment of a reassembled PDU]"
"685","0.005861s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","593681","","652032","http > 49556 [ACK] Seq=1 Ack=593681 Win=652032 Len=0 TSval=1047713 TSecr=1051317"
"686","0.005863s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","593681","1","1448","29312","[TCP segment of a reassembled PDU]"
"687","0.005866s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","595129","1","2896","29312","[TCP segment of a reassembled PDU]"
"688","0.005869s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","596577","1","4344","29312","[TCP segment of a reassembled PDU]"
"689","0.005871s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","598025","1","5792","29312","[TCP segment of a reassembled PDU]"
"690","0.005873s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","595129","","654976","http > 49556 [ACK] Seq=1 Ack=595129 Win=654976 Len=0 TSval=1047713 TSecr=1051317"
"691","0.005874s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","599473","1","5792","29312","[TCP segment of a reassembled PDU]"
"692","0.005877s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","600921","1","7240","29312","[TCP segment of a reassembled PDU]"
"693","0.005878s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","596577","","657792","http > 49556 [ACK] Seq=1 Ack=596577 Win=657792 Len=0 TSval=1047713 TSecr=1051317"
"694","0.005882s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","598025","","660736","http > 49556 [ACK] Seq=1 Ack=598025 Win=660736 Len=0 TSval=1047713 TSecr=1051317"
"695","0.005884s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","602369","1","5792","29312","[TCP segment of a reassembled PDU]"
"696","0.005886s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","599473","","663680","http > 49556 [ACK] Seq=1 Ack=599473 Win=663680 Len=0 TSval=1047713 TSecr=1051317"
"697","0.005887s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","603817","1","5792","29312","[TCP segment of a reassembled PDU]"
"698","0.005890s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","605265","1","7240","29312","[TCP segment of a reassembled PDU]"
"699","0.005890s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","600921","","666496","http > 49556 [ACK] Seq=1 Ack=600921 Win=666496 Len=0 TSval=1047713 TSecr=1051317"
"700","0.005893s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","606713","1","7240","29312","[TCP segment of a reassembled PDU]"
"701","0.005894s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","602369","","669440","http > 49556 [ACK] Seq=1 Ack=602369 Win=669440 Len=0 TSval=1047713 TSecr=1051317"
"702","0.005896s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","608161","1","7240","29312","[TCP segment of a reassembled PDU]"
"703","0.005898s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","603817","","672384","http > 49556 [ACK] Seq=1 Ack=603817 Win=672384 Len=0 TSval=1047713 TSecr=1051317"
"704","0.005901s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","605265","","675200","http > 49556 [ACK] Seq=1 Ack=605265 Win=675200 Len=0 TSval=1047713 TSecr=1051317"
"705","0.005905s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","606713","","678144","http > 49556 [ACK] Seq=1 Ack=606713 Win=678144 Len=0 TSval=1047713 TSecr=1051317"
"706","0.005910s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","608161","","680960","http > 49556 [ACK] Seq=1 Ack=608161 Win=680960 Len=0 TSval=1047713 TSecr=1051317"
"707","0.005916s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","609609","","683904","http > 49556 [ACK] Seq=1 Ack=609609 Win=683904 Len=0 TSval=1047713 TSecr=1051317"
"708","0.006032s","0.000116s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","609609","1","1448","29312","[TCP segment of a reassembled PDU]"
"709","0.006042s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","611057","","686848","http > 49556 [ACK] Seq=1 Ack=611057 Win=686848 Len=0 TSval=1047713 TSecr=1051317"
"710","0.006047s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","611057","1","1448","29312","[TCP segment of a reassembled PDU]"
"711","0.006054s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","612505","","689664","http > 49556 [ACK] Seq=1 Ack=612505 Win=689664 Len=0 TSval=1047713 TSecr=1051317"
"712","0.006056s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","612505","1","1448","29312","[TCP segment of a reassembled PDU]"
"713","0.006062s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","613953","","692608","http > 49556 [ACK] Seq=1 Ack=613953 Win=692608 Len=0 TSval=1047713 TSecr=1051317"
"714","0.006063s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","613953","1","1448","29312","[TCP segment of a reassembled PDU]"
"715","0.006069s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","615401","","695552","http > 49556 [ACK] Seq=1 Ack=615401 Win=695552 Len=0 TSval=1047713 TSecr=1051317"
"716","0.006071s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","615401","1","1448","29312","[TCP segment of a reassembled PDU]"
"717","0.006076s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","616849","","698368","http > 49556 [ACK] Seq=1 Ack=616849 Win=698368 Len=0 TSval=1047713 TSecr=1051317"
"718","0.006078s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","616849","1","1448","29312","[TCP segment of a reassembled PDU]"
"719","0.006083s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","618297","","701312","http > 49556 [ACK] Seq=1 Ack=618297 Win=701312 Len=0 TSval=1047713 TSecr=1051317"
"720","0.006085s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","618297","1","1448","29312","[TCP segment of a reassembled PDU]"
"721","0.006090s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","619745","","704128","http > 49556 [ACK] Seq=1 Ack=619745 Win=704128 Len=0 TSval=1047713 TSecr=1051317"
"722","0.006092s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","619745","1","1448","29312","[TCP segment of a reassembled PDU]"
"723","0.006097s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","621193","","707072","http > 49556 [ACK] Seq=1 Ack=621193 Win=707072 Len=0 TSval=1047713 TSecr=1051317"
"724","0.006099s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","621193","1","1448","29312","[TCP segment of a reassembled PDU]"
"725","0.006104s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","622641","","710016","http > 49556 [ACK] Seq=1 Ack=622641 Win=710016 Len=0 TSval=1047713 TSecr=1051317"
"726","0.006106s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","622641","1","1448","29312","[TCP segment of a reassembled PDU]"
"727","0.006111s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","624089","","712832","http > 49556 [ACK] Seq=1 Ack=624089 Win=712832 Len=0 TSval=1047713 TSecr=1051317"
"728","0.006113s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","624089","1","1448","29312","[TCP segment of a reassembled PDU]"
"729","0.006118s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","625537","","715776","http > 49556 [ACK] Seq=1 Ack=625537 Win=715776 Len=0 TSval=1047713 TSecr=1051317"
"730","0.006119s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","625537","1","1448","29312","[TCP segment of a reassembled PDU]"
"731","0.006125s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","626985","","718720","http > 49556 [ACK] Seq=1 Ack=626985 Win=718720 Len=0 TSval=1047713 TSecr=1051317"
"732","0.006127s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","626985","1","1448","29312","[TCP segment of a reassembled PDU]"
"733","0.006132s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","628433","","721536","http > 49556 [ACK] Seq=1 Ack=628433 Win=721536 Len=0 TSval=1047713 TSecr=1051317"
"734","0.006134s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","628433","1","1448","29312","[TCP segment of a reassembled PDU]"
"735","0.006139s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","629881","","724480","http > 49556 [ACK] Seq=1 Ack=629881 Win=724480 Len=0 TSval=1047713 TSecr=1051317"
"736","0.006141s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","629881","1","1448","29312","[TCP segment of a reassembled PDU]"
"737","0.006146s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","631329","","727296","http > 49556 [ACK] Seq=1 Ack=631329 Win=727296 Len=0 TSval=1047713 TSecr=1051317"
"738","0.006148s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","631329","1","1448","29312","[TCP segment of a reassembled PDU]"
"739","0.006153s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","632777","","730240","http > 49556 [ACK] Seq=1 Ack=632777 Win=730240 Len=0 TSval=1047713 TSecr=1051317"
"740","0.006159s","0.000006s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","632777","1","1448","29312","[TCP segment of a reassembled PDU]"
"741","0.006165s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","634225","","733184","http > 49556 [ACK] Seq=1 Ack=634225 Win=733184 Len=0 TSval=1047713 TSecr=1051317"
"742","0.006169s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","634225","1","1448","29312","[TCP segment of a reassembled PDU]"
"743","0.006175s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","635673","","736000","http > 49556 [ACK] Seq=1 Ack=635673 Win=736000 Len=0 TSval=1047713 TSecr=1051317"
"744","0.006177s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","635673","1","1448","29312","[TCP segment of a reassembled PDU]"
"745","0.006182s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","637121","","738944","http > 49556 [ACK] Seq=1 Ack=637121 Win=738944 Len=0 TSval=1047713 TSecr=1051317"
"746","0.006184s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","637121","1","1448","29312","[TCP segment of a reassembled PDU]"
"747","0.006189s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","638569","","741888","http > 49556 [ACK] Seq=1 Ack=638569 Win=741888 Len=0 TSval=1047713 TSecr=1051317"
"748","0.006190s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","638569","1","1448","29312","[TCP segment of a reassembled PDU]"
"749","0.006196s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","640017","","744704","http > 49556 [ACK] Seq=1 Ack=640017 Win=744704 Len=0 TSval=1047713 TSecr=1051317"
"750","0.006198s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","640017","1","1448","29312","[TCP segment of a reassembled PDU]"
"751","0.006209s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","641465","","747648","http > 49556 [ACK] Seq=1 Ack=641465 Win=747648 Len=0 TSval=1047713 TSecr=1051317"
"752","0.006281s","0.000072s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","641465","1","1448","29312","[TCP segment of a reassembled PDU]"
"753","0.006291s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","642913","","750464","http > 49556 [ACK] Seq=1 Ack=642913 Win=750464 Len=0 TSval=1047713 TSecr=1051317"
"754","0.006295s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","642913","1","1448","29312","[TCP segment of a reassembled PDU]"
"755","0.006302s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","644361","","753408","http > 49556 [ACK] Seq=1 Ack=644361 Win=753408 Len=0 TSval=1047713 TSecr=1051317"
"756","0.006304s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","644361","1","1448","29312","[TCP segment of a reassembled PDU]"
"757","0.006310s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","645809","","756352","http > 49556 [ACK] Seq=1 Ack=645809 Win=756352 Len=0 TSval=1047713 TSecr=1051317"
"758","0.006311s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","645809","1","1448","29312","[TCP segment of a reassembled PDU]"
"759","0.006317s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","647257","","759168","http > 49556 [ACK] Seq=1 Ack=647257 Win=759168 Len=0 TSval=1047713 TSecr=1051317"
"760","0.006319s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","647257","1","1448","29312","[TCP segment of a reassembled PDU]"
"761","0.006325s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","648705","","762112","http > 49556 [ACK] Seq=1 Ack=648705 Win=762112 Len=0 TSval=1047713 TSecr=1051317"
"762","0.006326s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","648705","1","1448","29312","[TCP segment of a reassembled PDU]"
"763","0.006332s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","650153","","765056","http > 49556 [ACK] Seq=1 Ack=650153 Win=765056 Len=0 TSval=1047713 TSecr=1051317"
"764","0.006334s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","650153","1","1448","29312","[TCP segment of a reassembled PDU]"
"765","0.006337s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","651601","1","2896","29312","[TCP segment of a reassembled PDU]"
"766","0.006340s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","653049","1","4344","29312","[TCP segment of a reassembled PDU]"
"767","0.006342s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","651601","","767872","http > 49556 [ACK] Seq=1 Ack=651601 Win=767872 Len=0 TSval=1047713 TSecr=1051317"
"768","0.006342s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","654497","1","4344","29312","[TCP segment of a reassembled PDU]"
"769","0.006346s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","655945","1","5792","29312","[TCP segment of a reassembled PDU]"
"770","0.006348s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","653049","","770816","http > 49556 [ACK] Seq=1 Ack=653049 Win=770816 Len=0 TSval=1047713 TSecr=1051317"
"771","0.006348s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","657393","1","5792","29312","[TCP segment of a reassembled PDU]"
"772","0.006353s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","654497","","773632","http > 49556 [ACK] Seq=1 Ack=654497 Win=773632 Len=0 TSval=1047713 TSecr=1051318"
"773","0.006359s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","655945","","776576","http > 49556 [ACK] Seq=1 Ack=655945 Win=776576 Len=0 TSval=1047713 TSecr=1051318"
"774","0.006365s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","657393","","779520","http > 49556 [ACK] Seq=1 Ack=657393 Win=779520 Len=0 TSval=1047713 TSecr=1051318"
"775","0.006370s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","658841","","782336","http > 49556 [ACK] Seq=1 Ack=658841 Win=782336 Len=0 TSval=1047713 TSecr=1051318"
"776","0.006531s","0.000161s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","658841","1","1448","29312","[TCP segment of a reassembled PDU]"
"777","0.006542s","0.000011s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","660289","","785280","http > 49556 [ACK] Seq=1 Ack=660289 Win=785280 Len=0 TSval=1047713 TSecr=1051318"
"778","0.006546s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","660289","1","1448","29312","[TCP segment of a reassembled PDU]"
"779","0.006553s","0.000007s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","661737","","788224","http > 49556 [ACK] Seq=1 Ack=661737 Win=788224 Len=0 TSval=1047713 TSecr=1051318"
"780","0.006555s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","661737","1","1448","29312","[TCP segment of a reassembled PDU]"
"781","0.006561s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","663185","","791040","http > 49556 [ACK] Seq=1 Ack=663185 Win=791040 Len=0 TSval=1047713 TSecr=1051318"
"782","0.006562s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","663185","1","1448","29312","[TCP segment of a reassembled PDU]"
"783","0.006568s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","664633","","793984","http > 49556 [ACK] Seq=1 Ack=664633 Win=793984 Len=0 TSval=1047713 TSecr=1051318"
"784","0.006569s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","664633","1","1448","29312","[TCP segment of a reassembled PDU]"
"785","0.006575s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","666081","","796800","http > 49556 [ACK] Seq=1 Ack=666081 Win=796800 Len=0 TSval=1047713 TSecr=1051318"
"786","0.006577s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","666081","1","1448","29312","[TCP segment of a reassembled PDU]"
"787","0.006582s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","667529","","799744","http > 49556 [ACK] Seq=1 Ack=667529 Win=799744 Len=0 TSval=1047713 TSecr=1051318"
"788","0.006584s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","667529","1","1448","29312","[TCP segment of a reassembled PDU]"
"789","0.006590s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","668977","","802688","http > 49556 [ACK] Seq=1 Ack=668977 Win=802688 Len=0 TSval=1047713 TSecr=1051318"
"790","0.006591s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","668977","1","1448","29312","[TCP segment of a reassembled PDU]"
"791","0.006597s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","670425","","805504","http > 49556 [ACK] Seq=1 Ack=670425 Win=805504 Len=0 TSval=1047713 TSecr=1051318"
"792","0.006598s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","670425","1","1448","29312","[TCP segment of a reassembled PDU]"
"793","0.006603s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","671873","","808448","http > 49556 [ACK] Seq=1 Ack=671873 Win=808448 Len=0 TSval=1047713 TSecr=1051318"
"794","0.006605s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","671873","1","1448","29312","[TCP segment of a reassembled PDU]"
"795","0.006611s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","673321","","811392","http > 49556 [ACK] Seq=1 Ack=673321 Win=811392 Len=0 TSval=1047713 TSecr=1051318"
"796","0.006612s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","673321","1","1448","29312","[TCP segment of a reassembled PDU]"
"797","0.006617s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","674769","","814208","http > 49556 [ACK] Seq=1 Ack=674769 Win=814208 Len=0 TSval=1047713 TSecr=1051318"
"798","0.006619s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","674769","1","1448","29312","[TCP segment of a reassembled PDU]"
"799","0.006625s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","676217","","817152","http > 49556 [ACK] Seq=1 Ack=676217 Win=817152 Len=0 TSval=1047713 TSecr=1051318"
"800","0.006626s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","676217","1","1448","29312","[TCP segment of a reassembled PDU]"
"801","0.006632s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","677665","","819968","http > 49556 [ACK] Seq=1 Ack=677665 Win=819968 Len=0 TSval=1047713 TSecr=1051318"
"802","0.006633s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","677665","1","1448","29312","[TCP segment of a reassembled PDU]"
"803","0.006639s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","679113","","822912","http > 49556 [ACK] Seq=1 Ack=679113 Win=822912 Len=0 TSval=1047713 TSecr=1051318"
"804","0.006641s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","679113","1","1448","29312","[TCP segment of a reassembled PDU]"
"805","0.006646s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","680561","","825856","http > 49556 [ACK] Seq=1 Ack=680561 Win=825856 Len=0 TSval=1047713 TSecr=1051318"
"806","0.006648s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","680561","1","1448","29312","[TCP segment of a reassembled PDU]"
"807","0.006653s","0.000005s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","682009","","828672","http > 49556 [ACK] Seq=1 Ack=682009 Win=828672 Len=0 TSval=1047713 TSecr=1051318"
"808","0.006659s","0.000006s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","682009","1","1448","29312","[TCP segment of a reassembled PDU]"
"809","0.006665s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","683457","","831616","http > 49556 [ACK] Seq=1 Ack=683457 Win=831616 Len=0 TSval=1047713 TSecr=1051318"
"810","0.006669s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","683457","1","1448","29312","[TCP segment of a reassembled PDU]"
"811","0.006675s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","684905","","834560","http > 49556 [ACK] Seq=1 Ack=684905 Win=834560 Len=0 TSval=1047713 TSecr=1051318"
