"No.","Time","D_Time","Source","Destination","s_port","d_port","Protocol","Length","Sequence num","Ack number","data len","Calculated window size","Info"
"160","0.001579s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","123081","1","2896","29312","[TCP segment of a reassembled PDU]"
"161","0.001585s","0.000006s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","124529","","185856","http > 49556 [ACK] Seq=1 Ack=124529 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"162","0.001586s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","124529","1","1448","29312","[TCP segment of a reassembled PDU]"
"163","0.001590s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","125977","1","2896","29312","[TCP segment of a reassembled PDU]"
"164","0.001593s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","127425","1","4344","29312","[TCP segment of a reassembled PDU]"
"165","0.001596s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","128873","1","5792","29312","[TCP segment of a reassembled PDU]"
"166","0.001599s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","130321","1","7240","29312","[TCP segment of a reassembled PDU]"
"167","0.001599s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","127425","","185856","http > 49556 [ACK] Seq=1 Ack=127425 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"168","0.001601s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","131769","1","5792","29312","[TCP segment of a reassembled PDU]"
"169","0.001605s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","133217","1","7240","29312","[TCP segment of a reassembled PDU]"
"170","0.001608s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","134665","1","8688","29312","[TCP segment of a reassembled PDU]"
"171","0.001611s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","136113","1","10136","29312","[TCP segment of a reassembled PDU]"
"172","0.001613s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","133217","","185856","http > 49556 [ACK] Seq=1 Ack=133217 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"173","0.001621s","0.000008s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","137561","1","5792","29312","[TCP segment of a reassembled PDU]"
"174","0.001624s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","139009","1","7240","29312","[TCP segment of a reassembled PDU]"
"175","0.001627s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","137561","","185856","http > 49556 [ACK] Seq=1 Ack=137561 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"176","0.001636s","0.000009s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","140457","","185856","http > 49556 [ACK] Seq=1 Ack=140457 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"177","0.001784s","0.000148s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","140457","1","1448","29312","[TCP segment of a reassembled PDU]"
"178","0.001794s","0.000010s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","141905","1","2896","29312","[TCP segment of a reassembled PDU]"
"179","0.001798s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","143353","1","4344","29312","[TCP segment of a reassembled PDU]"
"180","0.001801s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","144801","1","5792","29312","[TCP segment of a reassembled PDU]"
"181","0.001804s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","146249","1","7240","29312","[TCP segment of a reassembled PDU]"
"182","0.001806s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","143353","","185856","http > 49556 [ACK] Seq=1 Ack=143353 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"183","0.001806s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","147697","1","5792","29312","[TCP segment of a reassembled PDU]"
"184","0.001809s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","149145","1","7240","29312","[TCP segment of a reassembled PDU]"
"185","0.001813s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","150593","1","8688","29312","[TCP segment of a reassembled PDU]"
"186","0.001815s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","152041","1","10136","29312","[TCP segment of a reassembled PDU]"
"187","0.001818s","0.000003s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","150593","","185856","http > 49556 [ACK] Seq=1 Ack=150593 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"188","0.001818s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","153489","1","4344","29312","[TCP segment of a reassembled PDU]"
"189","0.001822s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","154937","1","5792","29312","[TCP segment of a reassembled PDU]"
"190","0.001825s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","156385","1","7240","29312","[TCP segment of a reassembled PDU]"
"191","0.001829s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","157833","1","8688","29312","[TCP segment of a reassembled PDU]"
"192","0.001832s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","159281","1","10136","29312","[TCP segment of a reassembled PDU]"
"193","0.001836s","0.000004s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","157833","","185856","http > 49556 [ACK] Seq=1 Ack=157833 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"194","0.001846s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","160729","","185856","http > 49556 [ACK] Seq=1 Ack=160729 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"195","0.002034s","0.000188s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","160729","1","1448","29312","[TCP segment of a reassembled PDU]"
"196","0.002043s","0.000009s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","162177","1","2896","29312","[TCP segment of a reassembled PDU]"
"197","0.002048s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","163625","1","4344","29312","[TCP segment of a reassembled PDU]"
"198","0.002051s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","165073","1","5792","29312","[TCP segment of a reassembled PDU]"
"199","0.002054s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","166521","1","7240","29312","[TCP segment of a reassembled PDU]"
"200","0.002057s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","167969","1","8688","29312","[TCP segment of a reassembled PDU]"
"201","0.002059s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","163625","","185856","http > 49556 [ACK] Seq=1 Ack=163625 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"202","0.002060s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","169417","1","7240","29312","[TCP segment of a reassembled PDU]"
"203","0.002063s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","170865","1","8688","29312","[TCP segment of a reassembled PDU]"
"204","0.002066s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","172313","1","10136","29312","[TCP segment of a reassembled PDU]"
"205","0.002069s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","173761","1","11584","29312","[TCP segment of a reassembled PDU]"
"206","0.002071s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","172313","","181376","http > 49556 [ACK] Seq=1 Ack=172313 Win=181376 Len=0 TSval=1047712 TSecr=1051316"
"207","0.002071s","0.000000s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","175209","1","4344","29312","[TCP segment of a reassembled PDU]"
"208","0.002075s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","176657","1","5792","29312","[TCP segment of a reassembled PDU]"
"209","0.002078s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","178105","1","7240","29312","[TCP segment of a reassembled PDU]"
"210","0.002081s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","179553","1","8688","29312","[TCP segment of a reassembled PDU]"
"211","0.002084s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","181001","1","10136","29312","[TCP segment of a reassembled PDU]"
"212","0.002086s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","182449","1","11584","29312","[TCP segment of a reassembled PDU]"
"213","0.002088s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","178105","","185856","http > 49556 [ACK] Seq=1 Ack=178105 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"214","0.002094s","0.000006s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","183897","1","7240","29312","[TCP segment of a reassembled PDU]"
"215","0.002097s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","185345","1","8688","29312","[TCP segment of a reassembled PDU]"
"216","0.002099s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","183897","","185856","http > 49556 [ACK] Seq=1 Ack=183897 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"217","0.002100s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","186793","1","4344","29312","[TCP segment of a reassembled PDU]"
"218","0.002104s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","188241","1","5792","29312","[TCP segment of a reassembled PDU]"
"219","0.002107s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","189689","1","7240","29312","[TCP segment of a reassembled PDU]"
"220","0.002108s","0.000001s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","188241","","185856","http > 49556 [ACK] Seq=1 Ack=188241 Win=185856 Len=0 TSval=1047712 TSecr=1051316"
"221","0.002118s","0.000010s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","191137","","185856","http > 49556 [ACK] Seq=1 Ack=191137 Win=185856 Len=0 TSval=1047712 TSecr=1051317"
"222","0.002284s","0.000166s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","191137","1","1448","29312","[TCP segment of a reassembled PDU]"
"223","0.002293s","0.000009s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","192585","1","2896","29312","[TCP segment of a reassembled PDU]"
"224","0.002298s","0.000005s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","194033","1","4344","29312","[TCP segment of a reassembled PDU]"
"225","0.002301s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","195481","1","5792","29312","[TCP segment of a reassembled PDU]"
"226","0.002305s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","196929","1","7240","29312","[TCP segment of a reassembled PDU]"
"227","0.002309s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","198377","1","8688","29312","[TCP segment of a reassembled PDU]"
"228","0.002312s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","199825","1","10136","29312","[TCP segment of a reassembled PDU]"
"229","0.002316s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","201273","1","11584","29312","[TCP segment of a reassembled PDU]"
"230","0.002320s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","202721","1","13032","29312","[TCP segment of a reassembled PDU]"
"231","0.002323s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","204169","1","14480","29312","[TCP segment of a reassembled PDU]"
"232","0.002327s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","205617","1","15928","29312","[TCP segment of a reassembled PDU]"
"233","0.002331s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","207065","1","17376","29312","[TCP segment of a reassembled PDU]"
"234","0.002334s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","208513","1","18824","29312","[TCP segment of a reassembled PDU]"
"235","0.002337s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","209961","1","20272","29312","[TCP segment of a reassembled PDU]"
"236","0.002340s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","211409","1","21720","29312","[TCP segment of a reassembled PDU]"
"237","0.002343s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","212857","1","23168","29312","[TCP segment of a reassembled PDU]"
"238","0.002351s","0.000008s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","214305","1","24616","29312","[TCP segment of a reassembled PDU]"
"239","0.002351s","0.000000s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","208513","","175616","http > 49556 [ACK] Seq=1 Ack=208513 Win=175616 Len=0 TSval=1047712 TSecr=1051317"
"240","0.002355s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","215753","1","8688","29312","[TCP segment of a reassembled PDU]"
"241","0.002359s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","217201","1","10136","29312","[TCP segment of a reassembled PDU]"
"242","0.002361s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","218649","1","11584","29312","[TCP segment of a reassembled PDU]"
"243","0.002380s","0.000019s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","220097","","167808","http > 49556 [ACK] Seq=1 Ack=220097 Win=167808 Len=0 TSval=1047712 TSecr=1051317"
"244","0.002534s","0.000154s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","220097","1","1448","29312","[TCP segment of a reassembled PDU]"
"245","0.002543s","0.000009s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","221545","1","2896","29312","[TCP segment of a reassembled PDU]"
"246","0.002551s","0.000008s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","222993","","185216","http > 49556 [ACK] Seq=1 Ack=222993 Win=185216 Len=0 TSval=1047712 TSecr=1051317"
"247","0.002554s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","222993","1","1448","29312","[TCP segment of a reassembled PDU]"
"248","0.002558s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","224441","1","2896","29312","[TCP segment of a reassembled PDU]"
"249","0.002562s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","225889","1","4344","29312","[TCP segment of a reassembled PDU]"
"250","0.002565s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","227337","1","5792","29312","[TCP segment of a reassembled PDU]"
"251","0.002569s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","228785","1","7240","29312","[TCP segment of a reassembled PDU]"
"252","0.002572s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","230233","1","8688","29312","[TCP segment of a reassembled PDU]"
"253","0.002576s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","231681","1","10136","29312","[TCP segment of a reassembled PDU]"
"254","0.002579s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","233129","1","11584","29312","[TCP segment of a reassembled PDU]"
"255","0.002582s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","234577","1","13032","29312","[TCP segment of a reassembled PDU]"
"256","0.002585s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","236025","1","14480","29312","[TCP segment of a reassembled PDU]"
"257","0.002588s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","237473","1","15928","29312","[TCP segment of a reassembled PDU]"
"258","0.002591s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","238921","1","17376","29312","[TCP segment of a reassembled PDU]"
"259","0.002593s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","240369","1","18824","29312","[TCP segment of a reassembled PDU]"
"260","0.002596s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","241817","1","20272","29312","[TCP segment of a reassembled PDU]"
"261","0.002602s","0.000006s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","243265","1","21720","29312","[TCP segment of a reassembled PDU]"
"262","0.002604s","0.000002s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","234577","","177536","http > 49556 [ACK] Seq=1 Ack=234577 Win=177536 Len=0 TSval=1047712 TSecr=1051317"
"263","0.002605s","0.000001s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","244713","1","11584","29312","[TCP segment of a reassembled PDU]"
"264","0.002608s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","246161","1","13032","29312","[TCP segment of a reassembled PDU]"
"265","0.002635s","0.000027s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","247609","","168704","http > 49556 [ACK] Seq=1 Ack=247609 Win=168704 Len=0 TSval=1047712 TSecr=1051317"
"266","0.002784s","0.000149s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","247609","1","1448","29312","[TCP segment of a reassembled PDU]"
"267","0.002793s","0.000009s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","249057","1","2896","29312","[TCP segment of a reassembled PDU]"
"268","0.002801s","0.000008s","192.168.0.42","192.168.0.41","80","49556","TCP","66","1","250505","","185216","http > 49556 [ACK] Seq=1 Ack=250505 Win=185216 Len=0 TSval=1047712 TSecr=1051317"
"269","0.002803s","0.000002s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","250505","1","1448","29312","[TCP segment of a reassembled PDU]"
"270","0.002807s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","251953","1","2896","29312","[TCP segment of a reassembled PDU]"
"271","0.002811s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","253401","1","4344","29312","[TCP segment of a reassembled PDU]"
"272","0.002814s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","254849","1","5792","29312","[TCP segment of a reassembled PDU]"
"273","0.002818s","0.000004s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","256297","1","7240","29312","[TCP segment of a reassembled PDU]"
"274","0.002821s","0.000003s","192.168.0.41","192.168.0.42","49556","80","TCP","1514","257745","1","8688","29312","[TCP segment of a reassembled PDU]"
